[-0.72969944  0.99364956  1.1236009   1.22751645 -1.82805627 -0.60346769] -295.36006857938304
[-0.61527955 -0.30638578  1.04821743  0.46363239  0.58051157  1.44138619] -249.9445052507085
[-0.49865588  1.50840634  0.64766593  0.21086021  0.14750636  0.57877345] -249.37718723885055
[-0.69532625  0.49704079  0.21793738 -0.93643091  0.93878128 -0.95927632] -241.72195865485347
[ 1.3924566   1.02915706  0.33813808  0.56942521 -0.31659543  0.53734095] -216.8080079673718
[ 1.39007296  1.02638605  0.33863554  0.56892954 -0.3159477   0.53478389] -216.84111252831136
[ 1.40238792  1.0360296   0.33883842  0.56610121 -0.31243755  0.53747563] -216.8303148428264
[ 1.39930918  1.03361871  0.3387877   0.5668083  -0.31331508  0.5368027 ] -216.80777906849067
[ 1.39832545  1.02993135  0.33755236  0.56549672 -0.31640393  0.53078203] -216.80728979468975
[ 1.39977375  1.02851308  0.33650948  0.56381879 -0.31844852  0.52601864] -216.8069283018372
[ 1.40373678  1.03332754  0.33850953  0.5630553  -0.31274096  0.52997577] -216.8298552632796
[ 1.39527664  1.03019968  0.33823094  0.56783273 -0.31563181  0.53549966] -216.80778223534585
[ 1.40051339  1.03112409  0.33892853  0.56545869 -0.31468303  0.53191732] -216.80724100085783
[ 1.40035902  1.03004041  0.33661069  0.56908242 -0.31886153  0.534613  ] -216.80706498287688
[ 1.40370499  1.03168415  0.33769546  0.56573154 -0.31601665  0.53134371] -216.82954751922736
[ 1.39738373  1.03057079  0.33809707  0.56730743 -0.31572802  0.53446067] -216.8075438477796
[ 1.39903063  1.02724914  0.3369085   0.56692236 -0.31913769  0.52925999] -216.80700656904298
[ 1.40133069  1.02891375  0.33817117  0.56415837 -0.31703372  0.52698994] -216.80690200789223
[ 1.40323878  1.02798169  0.33857131  0.56178265 -0.31737623  0.52217512] -216.82937071189912
[ 1.39998868  1.02722643  0.33550323  0.56563454 -0.32134233  0.52652764] -216.8067619319046
[ 1.40024549  1.02505099  0.33346888  0.5651444  -0.32536923  0.52251203] -216.80657614737498
[ 1.40303392  1.02639302  0.33543535  0.56422091 -0.32211656  0.52264297] -216.80655347431602
[ 1.40585902  1.02430414  0.33410448  0.56267764 -0.32531082  0.51673412] -216.8289687424018
[ 1.40074444  1.02426271  0.33343949  0.56565705 -0.32563939  0.52209487] -216.80657833227602
[ 1.40102729  1.02342049  0.33470026  0.56089154 -0.32372017  0.51522648] -216.80669347570935
[ 1.40302123  1.02493554  0.33366637  0.56104133 -0.3249715   0.51590165] -216.80650953187865
[ 1.40501653  1.02377874  0.33204531  0.55810081 -0.32788841  0.50922248] -216.80662174405674
[ 1.40336061  1.02247909  0.3331177   0.56321908 -0.327835    0.51577066] -216.8065901606787
[ 1.4024803   1.01993353  0.32977151  0.5625664  -0.33285023  0.51105961] -216.80677828367757
[ 1.4021929   1.02217859  0.33187143  0.56296439 -0.3288961   0.51504219] -216.80660402491915
[ 1.40317224  1.02501282  0.33229948  0.56652418 -0.32788909  0.52276164] -216.80636874538752
[ 1.40424472  1.02580898  0.33109908  0.56934051 -0.32997355  0.52652923] -216.80625868703137
[ 1.40269057  1.02746486  0.33487086  0.5665767  -0.32307231  0.52677494] -216.80653135837318
[ 1.40129951  1.02882628  0.33420898  0.56744122 -0.32254584  0.52971456] -216.80663824749593
[ 1.40284533  1.02406588  0.33339052  0.56427461 -0.32651271  0.51925664] -216.80647416254303
[ 1.40461598  1.02697705  0.33387086  0.56454243 -0.32503257  0.52244428] -216.8288626795409
[ 1.40171232  1.02494129  0.33354733  0.5653784  -0.32548768  0.52218222] -216.80651803853917
[ 1.40560388  1.02615221  0.33386763  0.56513308 -0.32534221  0.52191719] -216.82885312744295
[ 1.40158508  1.02532629  0.33356857  0.56514157 -0.32536247  0.52236332] -216.80651093868002
[ 1.4023325   1.02445459  0.3312789   0.56636347 -0.32967686  0.52169303] -216.80637381558842
[ 1.40255649  1.02237934  0.33064606  0.5639366  -0.33092262  0.51586709] -216.8065441651501
[ 1.40265705  1.02619348  0.33381466  0.56591667 -0.32503489  0.52404797] -216.8064457290722
[ 1.40384964  1.0253203   0.3320587   0.56531432 -0.32835631  0.52108172] -216.8063313928733
[ 1.40473174  1.0249333   0.33153418  0.56560873 -0.32947947  0.52047343] -216.80632958472316
[ 1.40386576  1.02532331  0.33072564  0.57123144 -0.33137309  0.52845903] -216.80628647263643
[ 1.4043818   1.0266121   0.3301132   0.5703171  -0.33145201  0.5281715 ] -216.80618657563926
[ 1.40515004  1.02788521  0.32847455  0.57333835 -0.33392166  0.53262893] -216.80609886991886
[ 1.40540108  1.02504842  0.32790902  0.57114893 -0.33589209  0.52624048] -216.80620855045615
[ 1.4067485   1.02698524  0.32932149  0.5722973  -0.33332187  0.53011124] -216.82858801575168
[ 1.4034365   1.02508726  0.33078955  0.56784692 -0.33058811  0.52379758] -216.806296053831
[ 1.40509363  1.02604186  0.32811864  0.57419064 -0.33538634  0.53162783] -216.80616086495658
[ 1.40433217  1.02679838  0.32750464  0.57675687 -0.33623215  0.53595426] -216.8061623510662
[ 1.40592597  1.0272148   0.32715431  0.57748866 -0.33700485  0.53668234] -216.80612200116911
[ 1.40618344  1.02760924  0.32602777  0.57618987 -0.33809712  0.534762  ] -216.80604259208835
[ 1.40734228  1.02875221  0.32367884  0.57866908 -0.34145913  0.53791348] -216.8060648223167
[ 1.40645073  1.02772365  0.32396389  0.58036393 -0.34220452  0.53943605] -216.8061198225273
[ 1.40564425  1.02937596  0.32583891  0.58162717 -0.33839012  0.54412332] -216.80625144518154
[ 1.40546187  1.0261303   0.32739149  0.57376849 -0.3365166   0.53071119] -216.8061266391229
[ 1.40708972  1.02740331  0.32620557  0.57502311 -0.33814488  0.53266185] -216.80604061940858
[ 1.4084685   1.02770577  0.32555604  0.57415623 -0.33910125  0.53101565] -216.82840153442032
[ 1.40699363  1.02861364  0.32495389  0.57786683 -0.3399102   0.53733295] -216.80606919113495
[ 1.40713597  1.02935298  0.3248685   0.57965509 -0.33991114  0.54045685] -216.82838298151472
[ 1.4058804   1.02693597  0.32676075  0.57524014 -0.33736523  0.5331476 ] -216.80608762867323
[ 1.40665668  1.02817555  0.3249745   0.57518542 -0.33954302  0.53330746] -216.80598251540368
[ 1.40702203  1.02865592  0.32388459  0.5740338  -0.3408121   0.53162002] -216.80593525681923
[ 1.40632236  1.02797745  0.32813848  0.57020011 -0.33387921  0.5279484 ] -216.82849813261697
[ 1.40641864  1.0277871   0.32500754  0.57782297 -0.34012319  0.53656414] -216.80600485927908
[ 1.40804591  1.02778319  0.32247216  0.57872056 -0.34422925  0.53606726] -216.8061271953379
[ 1.40587401  1.0278597   0.32697395  0.5746839  -0.33649855  0.53348851] -216.80605251133883
[ 1.40731342  1.02904033  0.32425703  0.57663335 -0.34049678  0.53566222] -216.80600297769823
[ 1.4063068   1.02750489  0.32583159  0.57359551 -0.33814734  0.53091996] -216.806013951558
[ 1.40757068  1.02814056  0.32343075  0.57641564 -0.34210858  0.53390822] -216.8059312063334
[ 1.40841901  1.02828099  0.32165915  0.57728151 -0.3449136   0.53411807] -216.80603832191082
[ 1.40772366  1.02856813  0.32351125  0.57498492 -0.34184717  0.53235014] -216.80590939071865
[ 1.40849376  1.02904758  0.32225299  0.57438245 -0.3437222   0.53114421] -216.82835643380594
[ 1.40702868  1.02916234  0.32243535  0.57613896 -0.34303351  0.53434638] -216.80596113011455
[ 1.40805224  1.02961324  0.32167724  0.57841437 -0.34465977  0.53723041] -216.8060188270357
[ 1.40674316  1.02803198  0.32479301  0.57480022 -0.33977545  0.53249757] -216.80597431196912
[ 1.40804857  1.02941266  0.32242978  0.57317933 -0.34256801  0.53023071] -216.8059011802448
[ 1.40886354  1.03022543  0.32114091  0.57085751 -0.34379042  0.52706399] -216.82827521365638
[ 1.40739884  1.02828353  0.32257122  0.5732176  -0.34288483  0.52932213] -216.80591019581576
[ 1.40818766  1.02937573  0.32129464  0.57452319 -0.34464262  0.53142829] -216.80591719875068
[ 1.40828846  1.02831651  0.32327207  0.57264587 -0.34192093  0.52860679] -216.82839240711817
[ 1.40734363  1.02895088  0.32264453  0.57526569 -0.34275536  0.53291148] -216.80587069930482
[ 1.40840231  1.02892124  0.32140947  0.57516166 -0.34479009  0.53176363] -216.80594830022466
[ 1.4073671   1.02872225  0.32326581  0.57431577 -0.3418066   0.53165592] -216.80588424335198
[ 1.40778581  1.0296305   0.32180833  0.57207986 -0.34339295  0.52872467] -216.80588943846018
[ 1.40703487  1.02848025  0.32411566  0.57315786 -0.34044235  0.53030339] -216.80594210352865
[ 1.40789947  1.02915186  0.3219999   0.57418186 -0.34359255  0.53114707] -216.8059123876421
[ 1.40732307  1.02870412  0.32341041  0.5734992  -0.34149242  0.53058462] -216.80588246066475
[ 1.40779844  1.02971265  0.32311882  0.57455732 -0.34173601  0.53283039] -216.828252661235
[ 1.40749874  1.02864081  0.32270812  0.57355253 -0.34259762  0.53019919] -216.8058927732903
[ 1.40739865  1.02945228  0.32191107  0.57231253 -0.34302381  0.52908539] -216.8059180941512
[ 1.4076424   1.02878917  0.32311121  0.57431683 -0.34214133  0.53153395] -216.8058833157881
[ 1.40693834  1.02839992  0.32321968  0.57449729 -0.34216075  0.53163924] -216.80591312231596
[ 1.40777102  1.02915947  0.32262726  0.57350882 -0.34246619  0.53058284] -216.80586656860137
[ 1.40757894  1.02934465  0.3229144   0.57410952 -0.34208733  0.53179864] -216.80584543712862
[ 1.40761904  1.02969658  0.32301753  0.57438801 -0.34183218  0.53259836] -216.80582867599387
[ 1.40723628  1.02837699  0.32421725  0.57635157 -0.34077175  0.53456438] -216.80592551724274
[ 1.40764843  1.02931712  0.32241056  0.57314779 -0.34273765  0.5301846 ] -216.80589744170547
[ 1.40769503  1.02942802  0.3228224   0.57394842 -0.34214919  0.5315906 ] -216.80584072455756
[ 1.40748133  1.02932373  0.32283103  0.57482685 -0.34229377  0.53275492] -216.8058449385332
[ 1.40747106  1.02920035  0.32321397  0.5739436  -0.3416623   0.53159149] -216.8058640524107
[ 1.40763072  1.02924287  0.32306437  0.57435242 -0.34198676  0.53206616] -216.805859706418
[ 1.40749307  1.02920941  0.32314167  0.57435189 -0.34181939  0.53212714] -216.80585695417778
[ 1.40770242  1.02966354  0.32241293  0.57323394 -0.34261256  0.53066152] -216.80588258841442
[ 1.40742766  1.02903678  0.32361739  0.57536979 -0.34130197  0.53358137] -216.80587708459757
[ 1.40749635  1.02919347  0.32331628  0.57483583 -0.34162962  0.53285141] -216.80586033345338
[ 1.40766746  1.02949768  0.32285046  0.57495753 -0.34224133  0.53307137] -216.80584350141365
[ 1.4076992   1.02960596  0.32259288  0.57410588 -0.34247793  0.53188477] -216.80583476450957
[ 1.40758766  1.02967759  0.32268762  0.57450711 -0.34228451  0.53260957] -216.80582683431658
[ 1.40756612  1.02989495  0.32249924  0.57458445 -0.34243338  0.53288127] -216.8058730083827
[ 1.40775684  1.02986711  0.32245896  0.57455938 -0.34260691  0.53270939] -216.80581206828126
[ 1.40788872  1.03019595  0.32211761  0.57466312 -0.34300068  0.53300052] -216.8059102198783
[ 1.40786041  1.02993392  0.32264558  0.57399526 -0.34223691  0.53206644] -216.82821924055034
[ 1.4075761   1.02947628  0.32278467  0.57461895 -0.34227956  0.5325828 ] -216.8058473642503
[ 1.40767225  1.02977235  0.32257329  0.57453324 -0.34244571  0.53265948] -216.80583027762643
[ 1.40768794  1.02978184  0.32273825  0.57447369 -0.34221955  0.53265388] -216.80582228056775
[ 1.40772802  1.02973653  0.32252592  0.57433263 -0.34254242  0.53229708] -216.80582227224218
[ 1.40772593  1.02964756  0.32264068  0.5742539  -0.34237805  0.53215   ] -216.80582448500297
[ 1.40771215  1.02968239  0.32265471  0.57475846 -0.34242412  0.53289038] -216.8058259540435
[ 1.40761908  1.02959542  0.322645    0.57469311 -0.34245034  0.53273216] -216.80583456976373
[ 1.40780862  1.02990051  0.32255227  0.57427732 -0.34242191  0.53238791] -216.80582421988035
[ 1.40780092  1.0297663   0.32261698  0.57435188 -0.34241861  0.53237007] -216.80582543366884
[ 1.40779061  1.02988423  0.32252298  0.57399114 -0.34243836  0.53196573] -216.8058189693703
[ 1.4076984   1.02983963  0.32252938  0.57427747 -0.34245046  0.53235126] -216.80581415424496
[ 1.40776421  1.03002238  0.32246857  0.57438331 -0.34251515  0.53263842] -216.8058097696226
[ 1.40778335  1.03020979  0.32238252  0.57444802 -0.3425837   0.53288263] -216.80585877052536
[ 1.40766671  1.02981006  0.32252908  0.57439522 -0.34250237  0.53248401] -216.80582681928615
[ 1.40777314  1.0298779   0.32254648  0.57430679 -0.34244203  0.53241194] -216.80581879644402
[ 1.4078158   1.02996075  0.32227918  0.57414321 -0.3427789   0.5321374 ] -216.8058074053859
[ 1.40787973  1.0300502   0.32204965  0.57397797 -0.34305857  0.53187916] -216.8058104406887
[ 1.40780498  1.0300808   0.32240927  0.57422114 -0.34253485  0.53244096] -216.80579585478526
[ 1.40784346  1.03025293  0.32235094  0.5741654  -0.34253106  0.5325129 ] -216.82821187765944
[ 1.40774718  1.02999863  0.3223743   0.57463929 -0.34267107  0.53293073] -216.80586732348718
[ 1.40777975  1.02991283  0.32248581  0.57415318 -0.34249654  0.53220698] -216.80581390054007
[ 1.40776685  1.0300166   0.32233058  0.57427244 -0.34268557  0.5324162 ] -216.80581369409214
[ 1.40786441  1.03011386  0.32228141  0.57430008 -0.34275552  0.53249852] -216.80586549181797
[ 1.4077399   1.02990818  0.32246739  0.57428312 -0.34252672  0.53238808] -216.80581249997059
[ 1.40776977  1.03003911  0.32231884  0.57446769 -0.3427195   0.53270317] -216.80586220894116
[ 1.40777726  1.0299444   0.32244407  0.57423181 -0.34255228  0.53233103] -216.8058113710397
[ 1.40778615  1.02991128  0.3225119   0.57433489 -0.34248603  0.53246556] -216.80581681316835
[ 1.40777167  1.02999027  0.32237591  0.57428805 -0.34263569  0.53242854] -216.80580641465681
[ 1.40782368  1.03004705  0.3223446   0.57432584 -0.3426812   0.53250717] -216.80579926856225
[ 1.40782903  1.03014811  0.3223149   0.57397175 -0.34262578  0.53211845] -216.80579254360646
[ 1.40786513  1.03028861  0.32224287  0.57367793 -0.34263521  0.53182297] -216.80578738704466
[ 1.4078379   1.03018555  0.32226273  0.57411469 -0.34270805  0.53232746] -216.8058593325876
[ 1.40779242  1.03000469  0.32239873  0.57420253 -0.34259122  0.53233013] -216.80580833775568
[ 1.40786035  1.03010167  0.32221495  0.57390292 -0.34277054  0.5319173 ] -216.80580133825384
[ 1.40785479  1.03015169  0.32222352  0.57398384 -0.34275424  0.53208798] -216.80579691866137
[ 1.4078444   1.03025928  0.32232452  0.57399003 -0.34255835  0.53226425] -216.8058527190588
[ 1.40782295  1.03003538  0.32229052  0.57410492 -0.34272376  0.53216911] -216.8058024312494
[ 1.40790562  1.0302448   0.32219933  0.57378415 -0.34273091  0.53188663] -216.8058013379996
[ 1.4078819   1.03026949  0.32225433  0.57386036 -0.34264522  0.5320519 ] -216.82820868033133
[ 1.40783769  1.03009391  0.32228147  0.57404378 -0.34270412  0.53213981] -216.80580819548973
[ 1.40783505  1.0301847   0.32232607  0.57394954 -0.34258503  0.53213197] -216.8057947145653
[ 1.40785996  1.03022015  0.3222332   0.57383089 -0.34269472  0.53195548] -216.8057994243303
[ 1.4078444   1.03016783  0.32229374  0.57400189 -0.34265821  0.53216507] -216.80579157610632
[ 1.40788537  1.0302667   0.3222211   0.57373104 -0.34268306  0.5318548 ] -216.8057922182361
[ 1.40786274  1.03019514  0.32222891  0.57379043 -0.34270287  0.53187014] -216.80580093284317
[ 1.40784404  1.03016199  0.32226669  0.57389143 -0.34267948  0.53199604] -216.80579788237173
[ 1.40784858  1.03023486  0.32229898  0.57390381 -0.34260903  0.53210531] -216.80579576521492
[ 1.40784757  1.03021475  0.32231662  0.57388766 -0.34258861  0.53206991] -216.80579373245527
[ 1.40786466  1.03029049  0.32229976  0.57382586 -0.34257356  0.53205397] -216.82820704711062
[ 1.40784919  1.03019412  0.32227496  0.57387503 -0.342653    0.53201052] -216.80579398005466
[ 1.40786033  1.03020405  0.32225947  0.57380389 -0.34265868  0.53191311] -216.8057891346319
[ 1.40788228  1.03026065  0.32221019  0.57370961 -0.34270723  0.5318135 ] -216.80578418036993
[ 1.40790589  1.03029862  0.32215224  0.57358965 -0.34276833  0.53165426] -216.805844247599
[ 1.40787916  1.03027341  0.3222397   0.57372897 -0.34265733  0.53186926] -216.80579726495475
[ 1.40785669  1.03021394  0.32226615  0.57383852 -0.34265408  0.53197521] -216.80578849764137
[ 1.40788383  1.03025251  0.32218122  0.57369997 -0.34274354  0.53177831] -216.80578689912022
[ 1.40784551  1.03019582  0.32226344  0.57384623 -0.34266925  0.53196792] -216.80579988828757
[ 1.40787541  1.03024898  0.32223169  0.57375984 -0.34267961  0.53188308] -216.80578470908048
[ 1.40789681  1.03032175  0.32217012  0.5734947  -0.34270124  0.53156366] -216.8058315843133
[ 1.40785751  1.03020631  0.32226283  0.57387509 -0.34266896  0.53201472] -216.80579490093376
[ 1.40787884  1.03025482  0.32222094  0.57373472 -0.34269342  0.53184829] -216.80579858026084
[ 1.40788305  1.03025658  0.3221957   0.57370479 -0.34272538  0.5317959 ] -216.80579283363883
[ 1.4078737   1.03027463  0.32222653  0.57369377 -0.34267122  0.53181824] -216.80579675503907
[ 1.40786948  1.03023729  0.32223817  0.57377406 -0.34268066  0.53189435] -216.80578680943603
[ 1.4078713   1.03023235  0.32223483  0.57375675 -0.34268295  0.5318633 ] -216.80579357916466
[ 1.40786334  1.03021424  0.32225196  0.57385575 -0.34268272  0.53198928] -216.80579269646947
[ 1.40786888  1.0302371   0.32223152  0.57376352 -0.34268997  0.53187657] -216.80579652567175
[ 1.40787241  1.03020477  0.32222759  0.57382772 -0.34271842  0.53192607] -216.80578790656438
[ 1.40787841  1.03023153  0.32222129  0.57377937 -0.34270915  0.53188423] -216.80580875230476
[ 1.40787126  1.0302357   0.32222896  0.57376748 -0.34269476  0.53187849] -216.80579515530425
[ 1.40787603  1.03023292  0.32222385  0.57377541 -0.34270435  0.53188232] -216.80579043306756
[ 1.40787756  1.03023647  0.32221432  0.57379237 -0.3427233   0.53190384] -216.8057890100554
[ 1.40786398  1.03020554  0.32225966  0.57387352 -0.34268017  0.53200721] -216.80580075848007
[ 1.40787829  1.03024382  0.32221169  0.57374697 -0.34271408  0.53184873] -216.80579536547606
[ 1.40787588  1.03024897  0.32222418  0.57374184 -0.34269394  0.53185392] -216.80578883032348
[ 1.40787734  1.03023271  0.32221889  0.57376867 -0.34271282  0.53186978] -216.80579426960068
[ 1.40787992  1.03024856  0.32221225  0.57375099 -0.34271526  0.53185867] -216.8057857218212
[ 1.40787915  1.03024679  0.32221702  0.57374251 -0.34270579  0.53184791] -216.8057997324162
[ 1.40787281  1.03023744  0.32223107  0.57378268 -0.34269497  0.53190139] -216.8057933846791
[ 1.40788267  1.03025861  0.32220294  0.5737072  -0.3427163   0.5318047 ] -216.80578644824908
