[-0.2907406  -0.87579551  1.06712665  0.5814323   0.26987805 -0.60085126] -268.3039310958666
[-1.18455752 -0.41194564 -0.63844581 -2.05411036 -0.05134311 -0.77153627] -293.5932865571946
[-0.27809192 -1.84496604 -1.32310618  1.00199874  2.04581334 -0.56350914] -270.103500831233
[-0.83303333 -0.0348322   0.14152204 -1.16416471 -1.29944933 -0.07525402] -303.28304767776336
[ 0.76147482 -1.02458306  1.06547934 -1.29234011 -0.0947316   2.06646434] -240.2772832365685
[ 0.61515385 -0.90310792  0.99013006 -1.15608674 -0.04229044  1.85378405] -240.5271996647576
[ 0.5570685  -1.23985272  0.99921776 -1.21698507 -0.39086767  2.0008265 ] -240.2637669131893
[ 0.30125085 -0.87810051  0.77376804 -0.94880745 -0.4979336   1.87114885] -240.21612830075446
[-0.00353915 -0.9313594   0.60722807 -0.62394013 -0.90819601  1.73051607] -240.4651512801447
[ 0.66465473 -1.12284746  1.04518293 -1.29718818 -0.16629623  2.00139234] -240.27249426667922
[ 0.99000708 -1.17884599  1.12661241 -1.41339013  0.00398973  2.48954816] -240.51297011579055
[ 0.31240941 -1.0335399   0.85550315 -1.00840705 -0.49772301  1.74726505] -240.21172419230714
[ 0.10183861 -0.84005686  0.72310874 -0.74858937 -0.62050322  1.76321709] -240.31829780640987
[ 0.27866304 -0.94286895  0.81491995 -0.91288249 -0.50407278  1.84902346] -240.20176347728747
[-0.01143712 -1.03954098  0.66446319 -0.73552524 -0.81700016  1.73071503] -240.14791820790262
[-0.13998098 -0.91350775  0.55785302 -0.54345619 -0.96233684  1.70556126] -240.42599680610655
[ 0.4634958  -1.07051254  0.92335045 -1.10875518 -0.36530638  1.92743457] -240.19739250066027
[-0.06358565 -0.74005577  0.57852909 -0.58758266 -0.72924497  1.68166312] -240.32267602480977
[ 0.40190496 -1.11490348  0.89404559 -1.05963447 -0.475462    1.92103566] -240.18095551381168
[ 0.22578337 -1.1807423   0.84407132 -0.89270263 -0.61468851  1.8279697 ] -240.1659886695758
[ 0.18574946 -1.07437038  0.75852561 -0.79453489 -0.6538876   1.97875506] -240.1220611572537
[ 0.18852464 -1.20887514  0.78031069 -0.85061025 -0.6974761   1.92024052] -240.1780166979221
[-0.08796517 -1.12735242  0.62420027 -0.56868925 -0.94696573  1.83943139] -240.14099581025573
[-0.18966438 -1.08711112  0.56355669 -0.45416155 -0.99397803  1.81862888] -240.10660155579149
[-0.48544905 -1.07321494  0.39831224 -0.15142509 -1.25323605  1.76742549] -240.2922029076389
[-0.10234706 -0.95255146  0.60504026 -0.53103621 -0.87079791  1.78555347] -240.1815884079544
[ 0.11580671 -1.14479422  0.73649308 -0.77071674 -0.74080655  1.88656875] -240.1265532475809
[-0.17626468 -0.96870161  0.50542021 -0.44828186 -0.99562485  1.8973573 ] -240.11680078103382
[ 0.00601329 -1.0862898   0.63201401 -0.50971146 -0.85285476  2.0501594 ] -240.10657984068908
[ 0.0147385  -1.10966421  0.61578943 -0.39680457 -0.87078206  2.20988158] -240.18603188722972
[ 0.1138675  -0.98479082  0.67488152 -0.65688819 -0.69151886  2.01168571] -240.13730505466611
[ 0.06340933 -1.02043122  0.66221121 -0.63483845 -0.75538058  1.96862213] -240.10097176887334
[-0.10737018 -0.92589469  0.53782808 -0.40956794 -0.90253605  1.99189947] -240.10885981076305
[-0.27501948 -0.94682663  0.44222971 -0.25742746 -1.07233782  1.90409463] -240.13770635038262
[ 0.07055723 -1.04248444  0.67945164 -0.66025803 -0.75850015  1.96008995] -240.0981500044504
[-0.24717303 -1.06847503  0.49225819 -0.33961396 -1.07465615  1.9737038 ] -240.09714517354314
[-0.43879283 -1.11513126  0.3877694  -0.15975803 -1.27283323  1.99961475] -240.2215073872313
[ 0.0415221  -1.10819383  0.68368639 -0.55443527 -0.78367706  2.02367724] -240.1156251679314
[-0.01292459 -1.07332077  0.63911985 -0.52789692 -0.83666401  1.99209726] -240.0921253170366
[ 0.00410947 -1.20014278  0.68504244 -0.63259219 -0.85480851  1.929201  ] -240.14426297657056
[-0.07950027 -0.99445671  0.57463167 -0.465324   -0.89060417  1.97622485] -240.08494891124067
[ 0.12312503 -1.00804153  0.6630055  -0.59171939 -0.72890857  2.15500359] -240.1703562633677
[-0.11146702 -1.06734373  0.58841889 -0.48855101 -0.92771067  1.90272255] -240.08257984633457
[-0.11171275 -1.0025475   0.58001647 -0.529116   -0.89498382  1.87432745] -240.0818470664259
[-0.17057576 -0.96067635  0.55401769 -0.53881826 -0.91604834  1.78641148] -240.10671835394564
[-0.22748281 -1.06244484  0.52242103 -0.36874819 -1.03899241  1.92443316] -240.0973360619221
[-0.33397739 -1.04704509  0.45283706 -0.24615865 -1.12937025  1.92107974] -240.126108704917
[-0.03057642 -1.0436246   0.62279799 -0.55673319 -0.85121768  1.9503374 ] -240.08435985886345
[ 0.02969811 -1.02081127  0.64332666 -0.60033017 -0.78628642  1.96537128] -240.09377900834517
[ 0.14167872 -0.99889316  0.72384566 -0.7163698  -0.65449943  1.91332313] -240.11981118793972
[-0.14996009 -1.05107957  0.55015505 -0.43380292 -0.96961697  1.95860863] -240.07848016803638
[-0.1950785  -1.05664635  0.54171998 -0.40014451 -1.00397935  1.91940144] -240.08992659265857
[-0.21317376 -0.99857871  0.51346017 -0.42999362 -1.00937354  1.86844352] -240.11066205212305
[-0.06298688 -1.05463526  0.60770493 -0.50342109 -0.87984139  1.96118382] -240.08101062084614
[ 0.01301068 -1.01458277  0.63285502 -0.59217156 -0.80067888  1.9550668 ] -240.08939395731173
[-0.03901161 -1.02509866  0.61007126 -0.5441648  -0.851504    1.94615046] -240.0820278475565
[-0.08907133 -1.0869864   0.61175652 -0.55327234 -0.90102067  1.88821859] -240.08405388981845
[-0.15749347 -1.05227243  0.55990972 -0.46070953 -0.95700816  1.89339977] -240.0759919344527
[-0.22095199 -1.05659635  0.52846558 -0.4126977  -1.0099034   1.86493096] -240.08114608835223
[-0.12180595 -0.99733932  0.55366891 -0.43331611 -0.92586766  1.95724564] -240.07898282693964
[-0.10285656 -0.99364719  0.56542322 -0.47962581 -0.89856333  1.96091604] -240.0788833574335
[-0.19659362 -1.02540843  0.52888817 -0.40249902 -0.99045645  1.92240999] -240.07814000197635
[-0.15218612 -1.05557989  0.5419002  -0.37534216 -0.97880084  2.01026052] -240.08097250545993
[-0.23064505 -1.00380702  0.49227683 -0.35834409 -1.02692974  1.93976304] -240.08334726898823
[-0.10490143 -1.0419282   0.5788479  -0.46715184 -0.91661348  1.95582863] -240.07650366692906
[-0.12568426 -0.99831182  0.57039746 -0.51702625 -0.90724118  1.87254239] -240.08075978553578
[-0.13230972 -1.01262884  0.56327314 -0.48160522 -0.92513109  1.90697192] -240.07618336998328
[-0.15956568 -1.0616489   0.56183016 -0.47514867 -0.95992883  1.90879935] -240.07543458501314
[-0.17844555 -1.09380368  0.56591078 -0.49606495 -0.97695942  1.88457621] -240.08237799609464
[-0.19741811 -1.08800826  0.54887816 -0.42734659 -1.00768833  1.88775673] -240.0902139084129
[-0.12649695 -1.01723746  0.56128696 -0.466556   -0.92584458  1.94262621] -240.07373765565512
[-0.14249353 -1.01929518  0.56785696 -0.48408718 -0.92204389  1.88473666] -240.07273236367462
[-0.13876025 -1.00340299  0.57670792 -0.50922931 -0.89825735  1.84780067] -240.07467170084593
[-0.07782664 -1.04292858  0.60211344 -0.54258713 -0.87840023  1.90837752] -240.07662880044396
[-0.10751838 -1.03854854  0.58380712 -0.5075651  -0.90641429  1.91188564] -240.07413842715263
[-0.17039115 -1.02528225  0.55380678 -0.49140539 -0.94884347  1.86031122] -240.0747735558106
[-0.15567667 -1.05879942  0.56622609 -0.48021873 -0.94822998  1.89361437] -240.0726884726062
[-0.16736014 -1.08188471  0.56770256 -0.47952548 -0.95977943  1.88693559] -240.07568020502868
[-0.12988732 -1.02133148  0.57169498 -0.5076175  -0.91342686  1.90725805] -240.07081012866837
[-0.11608424 -1.005861    0.57758761 -0.53107148 -0.8916362   1.91418718] -240.07209001485978
[-0.11792232 -0.99851588  0.57306281 -0.5040013  -0.89500552  1.89134469] -240.07430782617251
[-0.08960724 -1.0259604   0.58750486 -0.49194321 -0.8881449   1.95017732] -240.076175845285
[-0.15019517 -1.02545179  0.5622313  -0.49153985 -0.93366883  1.88277775] -240.07224955300802
[-0.15283369 -1.06170541  0.56463833 -0.47519349 -0.95487062  1.91628819] -240.075049252338
[-0.12665016 -1.01431326  0.57095669 -0.49679935 -0.9099718   1.89758057] -240.07206483476037
[-0.16961488 -1.01359432  0.54961053 -0.4680411  -0.94464769  1.89097889] -240.07090876268583
[-0.16500896 -1.03369103  0.56823856 -0.50954523 -0.9314851   1.84302255] -240.07150278120847
[-0.15651752 -1.03643192  0.56179575 -0.50050007 -0.93843286  1.8870074 ] -240.0692995306409
[-0.16352952 -1.04500028  0.55876515 -0.50870652 -0.94662734  1.88814277] -240.0686705897556
[-0.14595201 -0.99232797  0.56093965 -0.51386445 -0.91171256  1.87630582] -240.07373784722324
[-0.1532455  -1.04218156  0.56490448 -0.48863016 -0.93910063  1.88928723] -240.0706978651705
[-0.15245027 -1.03125219  0.56582549 -0.50157344 -0.92808431  1.88931227] -240.0673896006573
[-0.15357782 -1.03415239  0.56762259 -0.50659023 -0.92529205  1.89257954] -240.0656518012839
[-0.18497118 -1.04900376  0.55598874 -0.49957757 -0.95688809  1.87284244] -240.06798963638025
[-0.15326644 -1.03473024  0.55462359 -0.48350913 -0.94384245  1.93734042] -240.06816983587257
[-0.14321105 -1.06187224  0.57492264 -0.53016927 -0.93041145  1.90483792] -240.06991522167007
[-0.18737985 -1.06764868  0.55391409 -0.49811013 -0.96729381  1.88775206] -240.06916958045696
[-0.17539979 -1.05528764  0.55704112 -0.52025745 -0.95101777  1.90521115] -240.0653428185462
[-0.18647693 -1.06184068  0.55310944 -0.5360711  -0.95697634  1.91317311] -240.0645005159906
[-0.1998562  -1.03558643  0.53975189 -0.48068562 -0.96856192  1.89243886] -240.06405129178157
[-0.22817878 -1.02244353  0.52216652 -0.4559438  -0.98763715  1.88623933] -240.06481467214405
[-0.15984618 -1.01912259  0.55603971 -0.50693659 -0.93210225  1.91108699] -240.06598415400504
[-0.18246873 -1.03314508  0.55028018 -0.49575023 -0.94792703  1.91834435] -240.06191268171133
[-0.19193834 -1.02721748  0.54603769 -0.48927208 -0.94857687  1.93344514] -240.06007685156223
[-0.20562244 -1.04091087  0.55155976 -0.5228686  -0.95229006  1.86784827] -240.0595173733217
[-0.23180044 -1.04400119  0.55002785 -0.54254834 -0.95651386  1.83310219] -240.05821539258397
[-0.18952746 -1.02496983  0.54820765 -0.52112376 -0.93911967  1.9190995 ] -240.05782058843957
[-0.1918056  -1.01295286  0.54431711 -0.53189685 -0.93023546  1.94222803] -240.05792315881186
[-0.22454622 -1.05680008  0.54554599 -0.51849378 -0.96624465  1.88352579] -240.0579663140124
[-0.2544707  -1.04931951  0.52660425 -0.522808   -0.98670572  1.89901533] -240.05477706268152
[-0.30491714 -1.05690307  0.50609508 -0.53091688 -1.01741256  1.90223323] -240.05285231465265
[-0.26105167 -1.01998534  0.52544594 -0.49160906 -0.97516683  1.87477513] -240.05318540529865
[-0.26807089 -1.04103923  0.53403484 -0.55063568 -0.9657829   1.88962147] -240.04891219393446
[-0.30217823 -1.04376563  0.53117632 -0.58561071 -0.96439339  1.88821277] -240.0469084741422
[-0.31273538 -1.05492424  0.52279525 -0.57416209 -0.99104012  1.83353773] -240.04899244112585
[-0.2998516  -1.04178154  0.50972756 -0.53142375 -0.99461188  1.93402586] -240.049749788819
[-0.33220761 -1.02397646  0.50226994 -0.5597883  -0.99433683  1.90043561] -240.04254715082627
[-0.3860383  -1.00756465  0.48063192 -0.58043556 -1.00838292  1.90889052] -240.0376744479723
[-0.43272998 -1.05000499  0.47708304 -0.57692892 -1.04454956  1.86145891] -240.04307834720794
[-0.41843187 -1.06499603  0.48372378 -0.63488358 -1.03162998  1.90134455] -240.0540556405723
[-0.30039672 -1.03123801  0.5150154  -0.52742769 -0.98928262  1.88141748] -240.04615907882257
[-0.3730596  -1.01952329  0.50604809 -0.59441269 -0.98000761  1.86694786] -240.03736442963304
[-0.40713082 -1.00083339  0.50602459 -0.6261606  -0.96130513  1.84930518] -240.0369965478129
[-0.41388488 -1.02099544  0.50118128 -0.62548477 -0.99170604  1.806915  ] -240.03303358757097
[-0.47090152 -1.01060239  0.49690813 -0.67251528 -0.99025311  1.74335958] -240.03509929469178
[-0.4347176  -0.99654314  0.48090893 -0.59985399 -0.99549977  1.89852889] -240.03672352334516
[-0.48945454 -0.99196091  0.45577207 -0.59315313 -1.03251529  1.84729256] -240.02749641090102
[-0.5830927  -0.96605856  0.41806995 -0.59692435 -1.06657624  1.82683245] -240.03640489784675
[-0.55425532 -0.99139616  0.45218521 -0.67324464 -1.02203695  1.84271287] -240.02946365356826
[-0.46243051 -0.95309291  0.48181829 -0.65584864 -0.9592658   1.85642277] -240.04471960141944
[-0.44015511 -1.02577697  0.47826685 -0.59665885 -1.02322862  1.86019987] -240.0328140515752
[-0.52716112 -1.00160402  0.47748105 -0.65774977 -1.00038101  1.79276094] -240.0309286443809
[-0.5460787  -1.00859215  0.44257388 -0.62255445 -1.06048409  1.8334982 ] -240.0288784852639
[-0.55561229 -1.01689875  0.45491118 -0.65642788 -1.0479509   1.76259759] -240.0299816407031
[-0.62368748 -0.99108088  0.41921547 -0.64111147 -1.07049292  1.83943901] -240.028806048555
[-0.65859471 -0.97473399  0.4224461  -0.68475493 -1.0547251   1.77923385] -240.03044097012392
[-0.6153999  -0.98995026  0.40488691 -0.63266573 -1.09568741  1.84216375] -240.03257025102786
[-0.54922081 -0.99869058  0.45933252 -0.65147876 -1.02420761  1.80511164] -240.0278334335715
[-0.44750834 -1.02480582  0.47221734 -0.59456852 -1.03117082  1.86431677] -240.0326916444648
[-0.60582312 -0.98725195  0.43488891 -0.66220833 -1.04883653  1.80050458] -240.02891059735026
[-0.5672277  -0.9727588   0.43307817 -0.62482238 -1.03824023  1.8935887 ] -240.03413959286806
[-0.55851615 -1.00586376  0.44945293 -0.64852651 -1.04552323  1.79534537] -240.02713849679532
[-0.57000495 -1.00308392  0.43489338 -0.59976625 -1.07198294  1.79768425] -240.03378764438793
[-0.55819273 -0.9943181   0.44786225 -0.65487504 -1.03452345  1.83145572] -240.02724204633734
[-0.50256035 -1.00958352  0.45651413 -0.60835813 -1.04041234  1.85020958] -240.02968980786156
[-0.58000743 -0.99283484  0.44029521 -0.64874578 -1.04673048  1.81293083] -240.0288288898
[-0.57361434 -0.98299088  0.44806961 -0.65674245 -1.02418023  1.81036018] -240.02743933227043
[-0.53755459 -0.99546686  0.45293974 -0.63321668 -1.0304171   1.83007066] -240.02761819659264
[-0.46516357 -0.99868281  0.4852609  -0.63821938 -0.99329605  1.8004397 ] -240.02942703730486
[-0.58405651 -0.99298137  0.43572683 -0.64038845 -1.0511937   1.82968918] -240.02864094278377
[-0.50479455 -0.99678233  0.46874954 -0.6389424  -1.01259527  1.81018953] -240.02910120996816
[-0.56424102 -0.99393161  0.44398251 -0.64002694 -1.04154409  1.82481427] -240.02673517936645
[-0.54463697 -0.98948679  0.44002718 -0.62403482 -1.04536019  1.8413346 ] -240.02727708580375
[-0.55866399 -0.99071715  0.44211578 -0.63923629 -1.04413173  1.82013024] -240.0269557861352
[-0.62983386 -0.99380852  0.43473135 -0.69466088 -1.04590569  1.79385423] -240.0285287678534
[-0.52454937 -0.99242281  0.45051189 -0.61853007 -1.03586289  1.83393298] -240.02837698678837
[-0.5614525  -0.99232438  0.44304914 -0.63963161 -1.04283791  1.82247225] -240.02675213717532
[-0.56137858 -0.99989768  0.44671772 -0.64427672 -1.04353366  1.81007982] -240.02660350457649
[-0.56121687 -0.99412485  0.44592238 -0.64745099 -1.03803377  1.82813499] -240.0269043661534
[-0.554439   -0.9917092   0.44200484 -0.63203088 -1.04345214  1.83307444] -240.02687970931916
[-0.56892768 -0.98846124  0.44602606 -0.64838469 -1.03286216  1.81758722] -240.0268666921934
[-0.52684778 -0.99294626  0.44987729 -0.61659004 -1.03702969  1.83605341] -240.02840877479602
[-0.59703744 -0.99387006  0.43935693 -0.66734391 -1.04372489  1.80933425] -240.02825164641405
[-0.57949002 -0.99363911  0.44198702 -0.65465544 -1.04205109  1.81601404] -240.02846785959466
[-0.5628098  -0.99691465  0.44535011 -0.64215183 -1.04253888  1.81744704] -240.02659354642182
[-0.56141554 -0.99611103  0.44488343 -0.64195417 -1.04318579  1.81627603] -240.02662269465017
[-0.56515313 -0.99417946  0.44637189 -0.64633071 -1.03819791  1.81383352] -240.02650781544503
[-0.55790879 -0.99580344  0.44436128 -0.6381538  -1.0434929   1.82157713] -240.02664018938887
[-0.56129773 -0.99701127  0.44632005 -0.64586386 -1.04078372  1.8191074 ] -240.0266078905523
[-0.54411318 -0.99642197  0.4482975  -0.63043338 -1.04028168  1.82306661] -240.0273555897
[-0.57920801 -0.99688387  0.44303732 -0.65581032 -1.04362928  1.80970703] -240.028322375735
[-0.55288689 -0.99653745  0.44698246 -0.63677761 -1.04111858  1.81972672] -240.02685114252355
[-0.5704343  -0.9967684   0.44435237 -0.64946608 -1.04279238  1.81304693] -240.02835491302343
[-0.55727374 -0.99659518  0.44632494 -0.63994973 -1.04153703  1.81805677] -240.02670941793298
[-0.56604745 -0.99671066  0.44500989 -0.64629396 -1.04237393  1.81471688] -240.02637801757893
[-0.5704343  -0.9967684   0.44435237 -0.64946608 -1.04279238  1.81304693] -240.02835491302358
[-0.56812529 -0.99780481  0.44718975 -0.65080328 -1.04004506  1.80890977] -240.02644031838076
[-0.56685512 -0.99806181  0.44743637 -0.64995262 -1.03930527  1.81175544] -240.02641739149522
[-0.56882539 -0.99751176  0.44637186 -0.64740585 -1.04121452  1.80647342] -240.02636165183696
[-0.57258923 -0.997762    0.44639777 -0.64817685 -1.04142992  1.80015643] -240.02848390985764
[-0.57122681 -0.99383003  0.44585891 -0.65003603 -1.03769153  1.81429887] -240.02647848138662
[-0.57260126 -0.99578486  0.44739611 -0.65478899 -1.03707052  1.80588226] -240.02856116347996
[-0.56525766 -0.9966322   0.44586161 -0.64531112 -1.04117179  1.81455585] -240.02651889332049
[-0.5701534  -0.99606731  0.44688461 -0.6516297  -1.03843761  1.80877345] -240.02636250945574
[-0.57192469 -0.99914933  0.44654524 -0.65237644 -1.04149139  1.80780909] -240.02849160411543
[-0.56684602 -0.99542193  0.44641523 -0.64784214 -1.03902128  1.81232741] -240.0264729872655
[-0.56439074 -1.00002939  0.44724366 -0.64793982 -1.04244103  1.80668659] -240.0265324850979
[-0.56951779 -0.99537987  0.44620509 -0.64951198 -1.0388789   1.8123958 ] -240.02639154024507
[-0.56966213 -0.99842348  0.4466173  -0.65069033 -1.04106381  1.80868084] -240.02638140529814
[-0.56889514 -0.99624682  0.44565196 -0.64769153 -1.04037962  1.81202217] -240.02628459519676
[-0.56928006 -0.99546782  0.44488307 -0.64613566 -1.0405469   1.81357837] -240.02621797566863
[-0.57097362 -0.99512515  0.44455424 -0.64726987 -1.04153329  1.80978415] -240.02840881793844
[-0.56788474 -0.99732765  0.44671584 -0.64928193 -1.03986227  1.81126262] -240.02636435445604
[-0.5677666  -0.99845635  0.44595576 -0.64763383 -1.04228745  1.80876606] -240.02630632806716
[-0.56699042 -0.99542371  0.44532304 -0.64543666 -1.04051041  1.81250942] -240.02626135111336
[-0.57091942 -0.99670754  0.44703483 -0.64954725 -1.03857913  1.80573757] -240.02627491829466
[-0.57009369 -0.99588385  0.44543522 -0.64664771 -1.04066307  1.80735015] -240.0262017281466
[-0.57119816 -0.99516195  0.44479491 -0.6453306  -1.04106346  1.80539392] -240.02826606665104
[-0.56780513 -0.99708303  0.44478332 -0.64263929 -1.04282954  1.80936488] -240.0261961270673
[-0.566631   -0.99759089  0.44373267 -0.63814408 -1.04502551  1.80966059] -240.02616743266265
[-0.56840167 -0.99566497  0.44441634 -0.64377587 -1.04132297  1.81272731] -240.0260768997718
[-0.56818981 -0.99474157  0.44343858 -0.64196088 -1.04137719  1.81585425] -240.02597627511832
[-0.56960154 -0.99348211  0.44399338 -0.64165691 -1.03994662  1.81279739] -240.02605367533292
[-0.56600941 -0.99415578  0.44190048 -0.63711339 -1.04411077  1.81817915] -240.02605050021072
[-0.56961141 -0.99501697  0.44247142 -0.63844956 -1.04337961  1.81329721] -240.02589114074638
[-0.57092191 -0.9948136   0.44104561 -0.63495601 -1.04481421  1.81369111] -240.027779308885
[-0.56743222 -0.99482257  0.44210752 -0.63518852 -1.04428736  1.81213454] -240.02589274156585
[-0.56573144 -0.99405278  0.44044613 -0.63085673 -1.04537929  1.81995757] -240.02580077596778
[-0.56355032 -0.99313725  0.43795159 -0.62296124 -1.0477374   1.82626127] -240.0256684791191
[-0.56816724 -0.99086119  0.44022165 -0.63429942 -1.04192081  1.82318069] -240.02577687450406
[-0.5647186  -0.99409633  0.4387037  -0.62833409 -1.04765776  1.82350498] -240.0257107211735
[-0.56788045 -0.99340285  0.439731   -0.62995119 -1.04467594  1.81989849] -240.02553469191133
[-0.56881597 -0.99302638  0.43864626 -0.62637009 -1.04495852  1.82075816] -240.02529615620566
[-0.56590878 -0.99224532  0.43659547 -0.61990676 -1.04860329  1.82385804] -240.02543403928925
[-0.56615855 -0.99130525  0.43608918 -0.6215852  -1.04713177  1.83148557] -240.02543222714172
[-0.56282841 -0.98987361  0.43359786 -0.61270271 -1.04929024  1.83638569] -240.025288624691
[-0.55943691 -0.98730192  0.42916108 -0.59982929 -1.05224555  1.84792993] -240.0252151888171
[-0.56136247 -0.99284296  0.43216077 -0.6053628  -1.05419062  1.83475197] -240.02522827281672
[-0.5636924  -0.98919003  0.43149775 -0.60367103 -1.05063129  1.83817667] -240.02497473320057
[-0.5631793  -0.98673688  0.42789477 -0.5913395  -1.05211806  1.84551251] -240.02473169710677
[-0.56473701 -0.98801566  0.42889759 -0.5985033  -1.05201187  1.84183745] -240.02469762791364
[-0.56533036 -0.98545486  0.42437059 -0.58627432 -1.0541491   1.84962554] -240.02622604201102
[-0.56198795 -0.98749769  0.42768775 -0.5944233  -1.05228217  1.85023383] -240.02486905279787
[-0.56034799 -0.98716858  0.42539356 -0.58369089 -1.05547049  1.84885571] -240.0244824885186
[-0.5574427  -0.98510025  0.42004575 -0.56474374 -1.05963985  1.85754078] -240.02423393253648
[-0.55389948 -0.98280541  0.41663631 -0.55836389 -1.06253753  1.871844  ] -240.02509213455025
[-0.55886531 -0.97964297  0.41794697 -0.56370487 -1.05608772  1.8702142 ] -240.0247186777112
[-0.56060034 -0.98263103  0.41720864 -0.55719691 -1.05931351  1.86446433] -240.02413080797274
[-0.56118206 -0.98029558  0.41123242 -0.53588072 -1.06284749  1.87273153] -240.02376502841244
[-0.5685653  -0.98629094  0.42793211 -0.59116792 -1.04912486  1.84084611] -240.02607601275005
[-0.55756593 -0.98367679  0.41946026 -0.5665649  -1.05918436  1.86409452] -240.02463169261384
[-0.55900282 -0.98032502  0.41413817 -0.54582237 -1.06168095  1.86707651] -240.0240059560486
[-0.55641931 -0.97894854  0.40934562 -0.5337338  -1.06503269  1.87898582] -240.02421755487316
[-0.55991797 -0.98581097  0.4164263  -0.55137807 -1.06404468  1.857208  ] -240.02386644524634
[-0.55243992 -0.9767034   0.40131858 -0.50087123 -1.07213147  1.89070827] -240.02438631719545
[-0.55790233 -0.9787178   0.40470869 -0.51091175 -1.06927469  1.87732244] -240.02340854708578
[-0.55807053 -0.9762383   0.3973329  -0.48308517 -1.07431985  1.88393641] -240.02307064799493
[-0.56490521 -0.98553616  0.42152181 -0.57067672 -1.05705703  1.84845141] -240.02554318228582
[-0.55555624 -0.97891159  0.40636939 -0.51832261 -1.06836286  1.88014405] -240.02400349660644
[-0.55927361 -0.97507642  0.39823585 -0.49133051 -1.07245632  1.88915332] -240.0235736229931
[-0.56124843 -0.97993742  0.40523272 -0.50820602 -1.06953803  1.87109745] -240.02303454215433
[-0.56366299 -0.98043185  0.40317628 -0.49544213 -1.07179069  1.86715327] -240.02410620756544
[-0.55941346 -0.97843174  0.39747169 -0.48357866 -1.0755088   1.88434708] -240.02318117590414
[-0.56414578 -0.97968523  0.40227457 -0.49949711 -1.07120886  1.87268055] -240.02424289356654
[-0.55770363 -0.979105    0.40534568 -0.51361623 -1.06907436  1.87827818] -240.0235994363012
[-0.55904594 -0.97055051  0.38852412 -0.45385437 -1.0772036   1.90263999] -240.02345777172175
[-0.55706981 -0.97281755  0.38614857 -0.4420096  -1.08318616  1.89708595] -240.02318569152555
[-0.56033697 -0.97191232  0.38563627 -0.44040521 -1.08166322  1.89780856] -240.02292223802306
[-0.56165364 -0.96831598  0.37578156 -0.4037997  -1.08795765  1.90757375] -240.02308546972642
[-0.55912143 -0.97488619  0.38854624 -0.44571584 -1.08135023  1.88981849] -240.02266718191456
[-0.55904535 -0.97479108  0.38370144 -0.4229085  -1.08579719  1.89015107] -240.02261135749134
[-0.55934891 -0.98082563  0.39665041 -0.47287669 -1.07946748  1.87216885] -240.02273393911872
[-0.56208474 -0.98122795  0.40252657 -0.49501048 -1.07224536  1.8694172 ] -240.02255683132515
[-0.56459221 -0.98543315  0.41071557 -0.52151092 -1.06677496  1.85558282] -240.0243401683465
[-0.56063151 -0.97654582  0.39288842 -0.45725203 -1.07883491  1.87717943] -240.02208762045598
[-0.56124053 -0.97560286  0.39059679 -0.44408872 -1.08049797  1.8735956 ] -240.0216856603549
[-0.56303111 -0.97852745  0.39078183 -0.4447467  -1.08208323  1.87414317] -240.02354103111875
[-0.55931068 -0.97681059  0.39569514 -0.47350056 -1.0762607   1.8814881 ] -240.0227244506833
[-0.55920729 -0.97378606  0.37970281 -0.40805736 -1.08910595  1.89044567] -240.02250655679188
[-0.5597422  -0.98243574  0.39732145 -0.46507556 -1.07946166  1.86128027] -240.02213994735547
[-0.56086136 -0.97405913  0.38653099 -0.4300037  -1.08165546  1.88329045] -240.0218360223823
[-0.56141648 -0.97715702  0.38443155 -0.41488088 -1.0866605   1.87457199] -240.02179886848634
[-0.56247219 -0.97996517  0.39666862 -0.46279707 -1.07741178  1.86071599] -240.02154599965036
[-0.56418561 -0.98255221  0.4031522  -0.48274136 -1.07321907  1.84599844] -240.02317623252495
[-0.55956194 -0.97310737  0.37589083 -0.37995729 -1.09268575  1.87854946] -240.02192779486504
[-0.56255761 -0.98032304  0.39744393 -0.45754371 -1.07701842  1.85355558] -240.02298982736144
[-0.56004487 -0.9754203   0.38413809 -0.42042895 -1.08608407  1.88122315] -240.02201123191807
[-0.56212359 -0.96933488  0.37543084 -0.38564332 -1.08887018  1.88936861] -240.02159610795363
[-0.56251382 -0.97432184  0.38571178 -0.41869471 -1.08317648  1.87214088] -240.02112276079572
[-0.5637483  -0.97377261  0.38649863 -0.41782759 -1.08172269  1.86759975] -240.02070873740487
[-0.56439221 -0.97685651  0.39749497 -0.47178981 -1.07292045  1.87116467] -240.02337820738626
[-0.56076951 -0.97404466  0.38129187 -0.40291542 -1.08774442  1.87670326] -240.02157651417406
[-0.56306218 -0.97589993  0.38510844 -0.41271396 -1.08598039  1.86422795] -240.02118869212146
[-0.56305562 -0.97238302  0.38743351 -0.42711447 -1.08074864  1.8694984 ] -240.02088498974436
[-0.56383659 -0.9728639   0.38021384 -0.39224856 -1.08699473  1.86910905] -240.020773064212
[-0.56352454 -0.98030821  0.39697412 -0.45289571 -1.07799736  1.84658286] -240.02285562794577
[-0.56247383 -0.97207821  0.38081666 -0.40245641 -1.08615198  1.87867217] -240.02123762112961
[-0.56544673 -0.97494295  0.39095469 -0.4354706  -1.07859231  1.8599045 ] -240.02219078420603
[-0.56193881 -0.97426923  0.38370757 -0.41105421 -1.08545639  1.87250357] -240.02125513790028
